date,region,state,cases,deaths
2020-05-22,Norte,Pará,21469,1937
2020-05-22,Norte,Rondônia,2774,106
2020-05-22,Norte,Roraima,2306,81
2020-05-22,Norte,Tocantins,2205,49
2020-05-22,Sudeste,Espírito Santo,9520,397
2020-05-22,Sudeste,Minas Gerais,5995,201
2020-05-22,Sudeste,Rio de Janeiro,33589,3657
2020-05-22,Sudeste,São Paulo,76871,5773
2020-05-22,Sul,Paraná,2939,146
2020-05-22,Sul,Rio Grande do Sul,5918,172
2020-05-22,Sul,Santa Catarina,6458,100
2020-05-23,Centro-Oeste,Distrito Federal,6251,95
2020-05-23,Centro-Oeste,Goiás,2377,95
2020-05-23,Centro-Oeste,Mato Grosso,1352,37
2020-05-23,Centro-Oeste,Mato Grosso do Sul,858,17
2020-05-23,Nordeste,Alagoas,5630,301
2020-05-23,Nordeste,Bahia,13000,413
2020-05-23,Nordeste,Ceará,35122,2308
2020-05-23,Nordeste,Maranhão,18767,722
2020-05-23,Nordeste,Paraíba,7508,258
2020-05-23,Nordeste,Pernambuco,26786,2144
2020-05-23,Nordeste,Piauí,3258,99
2020-05-23,Nordeste,Rio Grande do Norte,4599,184
2020-05-23,Nordeste,Sergipe,5131,86
2020-05-23,Norte,Acre,3867,87
2020-05-23,Norte,Amapá,6091,162
2020-05-23,Norte,Amazonas,28802,1744
2020-05-23,Norte,Pará,22697,2001
2020-05-23,Norte,Rondônia,3109,115
2020-05-23,Norte,Roraima,2374,81
2020-05-23,Norte,Tocantins,2430,51
2020-05-23,Sudeste,Espírito Santo,9918,417
2020-05-23,Sudeste,Minas Gerais,6338,217
2020-05-23,Sudeste,Rio de Janeiro,34533,3905
2020-05-23,Sudeste,São Paulo,80558,6045
2020-05-23,Sul,Paraná,3099,150
2020-05-23,Sul,Rio Grande do Sul,6336,176
2020-05-23,Sul,Santa Catarina,6607,103
2020-05-24,Centro-Oeste,Distrito Federal,6638,104
2020-05-24,Centro-Oeste,Goiás,2443,95
2020-05-24,Centro-Oeste,Mato Grosso,1462,40
2020-05-24,Centro-Oeste,Mato Grosso do Sul,924,17
2020-05-24,Nordeste,Alagoas,6214,316
2020-05-24,Nordeste,Bahia,13899,460
2020-05-24,Nordeste,Ceará,35595,2324
2020-05-24,Nordeste,Maranhão,21191,754
2020-05-24,Nordeste,Paraíba,7823,272
2020-05-24,Nordeste,Pernambuco,27759,2200
2020-05-24,Nordeste,Piauí,3390,107
2020-05-24,Nordeste,Rio Grande do Norte,4697,200
2020-05-24,Nordeste,Sergipe,5314,93
2020-05-24,Norte,Acre,4160,92
2020-05-24,Norte,Amapá,6353,163
2020-05-24,Norte,Amazonas,29867,1758
2020-05-24,Norte,Pará,24125,2148
2020-05-24,Norte,Rondônia,3201,121
2020-05-24,Norte,Roraima,2439,84
2020-05-24,Norte,Tocantins,2591,52
2020-05-24,Sudeste,Espírito Santo,10007,446
2020-05-24,Sudeste,Minas Gerais,6668,226
2020-05-24,Sudeste,Rio de Janeiro,37912,3993
2020-05-24,Sudeste,São Paulo,82161,6163
2020-05-24,Sul,Paraná,3212,153
2020-05-24,Sul,Rio Grande do Sul,6470,180
2020-05-24,Sul,Santa Catarina,6696,105
2020-05-25,Centro-Oeste,Distrito Federal,6930,114
2020-05-25,Centro-Oeste,Goiás,2512,96
2020-05-25,Centro-Oeste,Mato Grosso,1500,41
2020-05-25,Centro-Oeste,Mato Grosso do Sul,1023,17
2020-05-25,Nordeste,Alagoas,6682,337
2020-05-25,Nordeste,Bahia,14204,477
2020-05-25,Nordeste,Ceará,36185,2493
2020-05-25,Nordeste,Maranhão,22786,784
2020-05-25,Nordeste,Paraíba,8016,279
2020-05-25,Nordeste,Pernambuco,28366,2248
2020-05-25,Nordeste,Piauí,3550,110
2020-05-25,Nordeste,Rio Grande do Norte,4759,209
2020-05-25,Nordeste,Sergipe,5448,103
2020-05-25,Norte,Acre,4501,97
2020-05-25,Norte,Amapá,6584,168
2020-05-25,Norte,Amazonas,30282,1781
2020-05-25,Norte,Pará,26077,2372
2020-05-25,Norte,Rondônia,3268,121
2020-05-25,Norte,Roraima,2514,86
2020-05-25,Norte,Tocantins,2696,58
2020-05-25,Sudeste,Espírito Santo,10365,465
2020-05-25,Sudeste,Minas Gerais,6962,230
2020-05-25,Sudeste,Rio de Janeiro,39298,4105
2020-05-25,Sudeste,São Paulo,83625,6220
2020-05-25,Sul,Paraná,3331,156
2020-05-25,Sul,Rio Grande do Sul,6559,197
2020-05-25,Sul,Santa Catarina,6875,109
2020-05-26,Centro-Oeste,Distrito Federal,7210,124
2020-05-26,Centro-Oeste,Goiás,2671,104
2020-05-26,Centro-Oeste,Mato Grosso,1628,43
2020-05-26,Centro-Oeste,Mato Grosso do Sul,1100,17
2020-05-26,Nordeste,Alagoas,7058,354
2020-05-26,Nordeste,Bahia,14566,495
2020-05-26,Nordeste,Ceará,37021,2603
2020-05-26,Nordeste,Maranhão,24278,817
2020-05-26,Nordeste,Paraíba,8919,286
2020-05-26,Nordeste,Pernambuco,28854,2328
2020-05-26,Nordeste,Piauí,3720,119
2020-05-26,Nordeste,Rio Grande do Norte,5472,220
2020-05-26,Nordeste,Sergipe,5735,116
2020-05-26,Norte,Acre,4781,105
2020-05-26,Norte,Amapá,6967,173
2020-05-26,Norte,Amazonas,31949,1852
2020-05-26,Norte,Pará,28600,2469
2020-05-26,Norte,Rondônia,3493,133
2020-05-26,Norte,Roraima,2583,102
2020-05-26,Norte,Tocantins,2858,64
2020-05-26,Sudeste,Espírito Santo,10889,487
2020-05-26,Sudeste,Minas Gerais,7516,234
2020-05-26,Sudeste,Rio de Janeiro,40024,4361
2020-05-26,Sudeste,São Paulo,86017,6423
2020-05-26,Sul,Paraná,3512,159
2020-05-26,Sul,Rio Grande do Sul,6785,203
2020-05-26,Sul,Santa Catarina,7016,121
2020-05-27,Centro-Oeste,Distrito Federal,7761,133
2020-05-27,Centro-Oeste,Goiás,2843,108
2020-05-27,Centro-Oeste,Mato Grosso,1839,46
2020-05-27,Centro-Oeste,Mato Grosso do Sul,1186,18
2020-05-27,Nordeste,Alagoas,7580,368
2020-05-27,Nordeste,Bahia,15070,531
2020-05-27,Nordeste,Ceará,37275,2671
2020-05-27,Nordeste,Maranhão,26145,853
2020-05-27,Nordeste,Paraíba,10209,298
2020-05-27,Nordeste,Pernambuco,29919,2468
2020-05-27,Nordeste,Piauí,3966,134
2020-05-27,Nordeste,Rio Grande do Norte,5630,242
2020-05-27,Nordeste,Sergipe,5912,127
2020-05-27,Norte,Acre,5251,113
2020-05-27,Norte,Amapá,7619,183
2020-05-27,Norte,Amazonas,33508,1891
2020-05-27,Norte,Pará,31033,2545
2020-05-27,Norte,Rondônia,3862,137
2020-05-27,Norte,Roraima,2682,102
2020-05-27,Norte,Tocantins,3023,65
2020-05-27,Sudeste,Espírito Santo,11484,511
2020-05-27,Sudeste,Minas Gerais,8011,240
2020-05-27,Sudeste,Rio de Janeiro,42398,4605
2020-05-27,Sudeste,São Paulo,89483,6712
2020-05-27,Sul,Paraná,3712,162
2020-05-27,Sul,Rio Grande do Sul,7048,209
2020-05-27,Sul,Santa Catarina,7372,126
2020-05-28,Centro-Oeste,Distrito Federal,8300,142
2020-05-28,Centro-Oeste,Goiás,3090,115
2020-05-28,Centro-Oeste,Mato Grosso,1951,51
2020-05-28,Centro-Oeste,Mato Grosso do Sul,1262,18
2020-05-28,Nordeste,Alagoas,8055,385
2020-05-28,Nordeste,Bahia,15963,570
2020-05-28,Nordeste,Ceará,37821,2733
2020-05-28,Nordeste,Maranhão,27979,887
2020-05-28,Nordeste,Paraíba,11132,318
2020-05-28,Nordeste,Pernambuco,30713,2566
2020-05-28,Nordeste,Piauí,4243,138
2020-05-28,Nordeste,Rio Grande do Norte,5630,254
2020-05-28,Nordeste,Sergipe,6156,135
2020-05-28,Norte,Acre,5600,122
2020-05-28,Norte,Amapá,8152,198
2020-05-28,Norte,Amazonas,36146,1964
2020-05-28,Norte,Pará,33699,2704
2020-05-28,Norte,Rondônia,4252,142
2020-05-28,Norte,Roraima,2959,102
2020-05-28,Norte,Tocantins,3277,68
2020-05-28,Sudeste,Espírito Santo,12203,538
2020-05-28,Sudeste,Minas Gerais,8686,255
2020-05-28,Sudeste,Rio de Janeiro,44886,4856
2020-05-28,Sudeste,São Paulo,95865,6980
2020-05-28,Sul,Paraná,3984,169
2020-05-28,Sul,Rio Grande do Sul,8234,213
2020-05-28,Sul,Santa Catarina,8000,131
2020-05-29,Centro-Oeste,Distrito Federal,8722,154
2020-05-29,Centro-Oeste,Goiás,3319,119
2020-05-29,Centro-Oeste,Mato Grosso,2103,56
2020-05-29,Centro-Oeste,Mato Grosso do Sul,1356,18
2020-05-29,Nordeste,Alagoas,8618,406
2020-05-29,Nordeste,Bahia,16917,609
2020-05-29,Nordeste,Ceará,38395,2859
2020-05-29,Nordeste,Maranhão,30482,911
2020-05-29,Nordeste,Paraíba,12011,327
2020-05-29,Nordeste,Pernambuco,32255,2669
2020-05-29,Nordeste,Piauí,4503,146
2020-05-29,Nordeste,Rio Grande do Norte,6463,268
2020-05-29,Nordeste,Sergipe,6462,142
2020-05-29,Norte,Acre,5841,135
2020-05-29,Norte,Amapá,8469,207
2020-05-29,Norte,Amazonas,38909,2011
2020-05-29,Norte,Pará,36486,2827
2020-05-29,Norte,Rondônia,4502,145
2020-05-29,Norte,Roraima,3098,108
2020-05-29,Norte,Tocantins,3611,70
2020-05-29,Sudeste,Espírito Santo,12903,560
2020-05-29,Sudeste,Minas Gerais,9232,257
2020-05-29,Sudeste,Rio de Janeiro,47953,5079
2020-05-29,Sudeste,São Paulo,101556,7275
2020-05-29,Sul,Paraná,4236,173
2020-05-29,Sul,Rio Grande do Sul,8234,213
2020-05-29,Sul,Santa Catarina,8530,134
2020-05-30,Centro-Oeste,Distrito Federal,9474,162
2020-05-30,Centro-Oeste,Goiás,3585,122
2020-05-30,Centro-Oeste,Mato Grosso,2361,57
2020-05-30,Centro-Oeste,Mato Grosso do Sul,1418,19
2020-05-30,Nordeste,Alagoas,9223,424
2020-05-30,Nordeste,Bahia,17626,638
2020-05-30,Nordeste,Ceará,46506,2956
2020-05-30,Nordeste,Maranhão,32620,932
2020-05-30,Nordeste,Paraíba,12862,347
2020-05-30,Nordeste,Pernambuco,33427,2740
2020-05-30,Nordeste,Piauí,4745,157
2020-05-30,Nordeste,Rio Grande do Norte,7402,305
2020-05-30,Nordeste,Sergipe,6805,149
2020-05-30,Norte,Acre,6072,142
2020-05-30,Norte,Amapá,9313,215
2020-05-30,Norte,Amazonas,40560,2047
2020-05-30,Norte,Pará,37296,2900
2020-05-30,Norte,Rondônia,4743,151
2020-05-30,Norte,Roraima,3299,110
2020-05-30,Norte,Tocantins,3981,71
2020-05-30,Sudeste,Espírito Santo,13437,583
2020-05-30,Sudeste,Minas Gerais,9630,263
2020-05-30,Sudeste,Rio de Janeiro,52420,5277
2020-05-30,Sudeste,São Paulo,107142,7532
2020-05-30,Sul,Paraná,4473,181
2020-05-30,Sul,Rio Grande do Sul,9242,218
2020-05-30,Sul,Santa Catarina,8778,136
2020-05-31,Centro-Oeste,Distrito Federal,9780,170
2020-05-31,Centro-Oeste,Goiás,3702,124
2020-05-31,Centro-Oeste,Mato Grosso,2429,61
2020-05-31,Centro-Oeste,Mato Grosso do Sul,1489,20
2020-05-31,Nordeste,Alagoas,10288,443
2020-05-31,Nordeste,Bahia,18392,667
2020-05-31,Nordeste,Ceará,48489,3010
2020-05-31,Nordeste,Maranhão,34639,955
2020-05-31,Nordeste,Paraíba,13162,360
2020-05-31,Nordeste,Pernambuco,34450,2807
2020-05-31,Nordeste,Piauí,4931,161
2020-05-31,Nordeste,Rio Grande do Norte,7402,305
2020-05-31,Nordeste,Sergipe,6999,158
2020-05-31,Norte,Acre,6219,148
2020-05-31,Norte,Amapá,9602,222
2020-05-31,Norte,Amazonas,41378,2052
2020-05-31,Norte,Pará,37961,2923
2020-05-31,Norte,Rondônia,4942,156
2020-05-31,Norte,Roraima,3474,116
2020-05-31,Norte,Tocantins,4176,73
2020-05-31,Sudeste,Espírito Santo,13690,604
2020-05-31,Sudeste,Minas Gerais,10464,271
2020-05-31,Sudeste,Rio de Janeiro,53388,5344
2020-05-31,Sudeste,São Paulo,109698,7615
2020-05-31,Sul,Paraná,4687,182
2020-05-31,Sul,Rio Grande do Sul,9332,224
2020-05-31,Sul,Santa Catarina,9037,143
2020-06-01,Centro-Oeste,Distrito Federal,10510,171
2020-06-01,Centro-Oeste,Goiás,3906,127
2020-06-01,Centro-Oeste,Mato Grosso,2541,66
2020-06-01,Centro-Oeste,Mato Grosso do Sul,1568,20
2020-06-01,Nordeste,Alagoas,10837,461
2020-06-01,Nordeste,Bahia,18898,701
2020-06-01,Nordeste,Ceará,50504,3188
2020-06-01,Nordeste,Maranhão,35297,976
2020-06-01,Nordeste,Paraíba,13695,370
2020-06-01,Nordeste,Pernambuco,34900,2875
2020-06-01,Nordeste,Piauí,5119,168
2020-06-01,Nordeste,Rio Grande do Norte,7964,323
2020-06-01,Nordeste,Sergipe,7233,166
2020-06-01,Norte,Acre,6326,161
2020-06-01,Norte,Amapá,9890,228
2020-06-01,Norte,Amazonas,41774,2071
2020-06-01,Norte,Pará,38046,2925
2020-06-01,Norte,Rondônia,5172,159
2020-06-01,Norte,Roraima,3692,116
2020-06-01,Norte,Tocantins,4345,76
2020-06-01,Sudeste,Espírito Santo,14069,614
2020-06-01,Sudeste,Minas Gerais,10670,278
2020-06-01,Sudeste,Rio de Janeiro,54530,5462
2020-06-01,Sudeste,São Paulo,111296,7667
2020-06-01,Sul,Paraná,4835,190
2020-06-01,Sul,Rio Grande do Sul,9332,232
2020-06-01,Sul,Santa Catarina,9498,146
2020-06-02,Centro-Oeste,Distrito Federal,11256,177
2020-06-02,Centro-Oeste,Goiás,4377,151
2020-06-02,Centro-Oeste,Mato Grosso,2709,70
2020-06-02,Centro-Oeste,Mato Grosso do Sul,1646,20
2020-06-02,Nordeste,Alagoas,11559,482
2020-06-02,Nordeste,Bahia,21430,736
2020-06-02,Nordeste,Ceará,53073,3421
2020-06-02,Nordeste,Maranhão,36625,997
2020-06-02,Nordeste,Paraíba,14859,379
2020-06-02,Nordeste,Pernambuco,35508,2933
2020-06-02,Nordeste,Piauí,5506,180
2020-06-02,Nordeste,Rio Grande do Norte,8233,341
2020-06-02,Nordeste,Sergipe,7555,172
2020-06-02,Norte,Acre,6465,165
2020-06-02,Norte,Amapá,10511,237
2020-06-02,Norte,Amazonas,43195,2102
2020-06-02,Norte,Pará,41207,3040
2020-06-02,Norte,Rondônia,5477,172
2020-06-02,Norte,Roraima,3850,120
2020-06-02,Norte,Tocantins,4483,79
2020-06-02,Sudeste,Espírito Santo,15151,664
2020-06-02,Sudeste,Minas Gerais,10939,289
2020-06-02,Sudeste,Rio de Janeiro,56732,5686
2020-06-02,Sudeste,São Paulo,118295,7994
2020-06-02,Sul,Paraná,5163,199
2020-06-02,Sul,Rio Grande do Sul,9919,245
2020-06-02,Sul,Santa Catarina,9660,148
2020-06-03,Centro-Oeste,Distrito Federal,12020,191
2020-06-03,Centro-Oeste,Goiás,4570,155
2020-06-03,Centro-Oeste,Mato Grosso,2848,76
2020-06-03,Centro-Oeste,Mato Grosso do Sul,1802,20
2020-06-03,Nordeste,Alagoas,12407,506
2020-06-03,Nordeste,Bahia,22451,762
2020-06-03,Nordeste,Ceará,56056,3605
2020-06-03,Nordeste,Maranhão,38174,1028
2020-06-03,Nordeste,Paraíba,16018,414
2020-06-03,Nordeste,Pernambuco,36463,3012
2020-06-03,Nordeste,Piauí,5828,192
2020-06-03,Nordeste,Rio Grande do Norte,9149,367
2020-06-03,Nordeste,Sergipe,7989,180
2020-06-03,Norte,Acre,6679,171
2020-06-03,Norte,Amapá,11107,247
2020-06-03,Norte,Amazonas,44347,2138
2020-06-03,Norte,Pará,44774,3193
2020-06-03,Norte,Rondônia,5713,180
2020-06-03,Norte,Roraima,4143,124
2020-06-03,Norte,Tocantins,4698,82
2020-06-03,Sudeste,Espírito Santo,16121,698
2020-06-03,Sudeste,Minas Gerais,12010,306
2020-06-03,Sudeste,Rio de Janeiro,59240,6010
2020-06-03,Sudeste,São Paulo,123483,8276
2020-06-03,Sul,Paraná,5494,205
2020-06-03,Sul,Rio Grande do Sul,10398,258
2020-06-03,Sul,Santa Catarina,10034,152
2020-06-04,Centro-Oeste,Distrito Federal,12923,196
2020-06-04,Centro-Oeste,Goiás,4944,164
2020-06-04,Centro-Oeste,Mato Grosso,3194,82
2020-06-04,Centro-Oeste,Mato Grosso do Sul,1925,20
2020-06-04,Nordeste,Alagoas,13097,531
2020-06-04,Nordeste,Bahia,23463,790
2020-06-04,Nordeste,Ceará,59795,3813
2020-06-04,Nordeste,Maranhão,40629,1062
2020-06-04,Nordeste,Paraíba,17579,438
2020-06-04,Nordeste,Pernambuco,37507,3134
2020-06-04,Nordeste,Piauí,6064,202
2020-06-04,Nordeste,Rio Grande do Norte,9282,378
2020-06-04,Nordeste,Sergipe,8200,186
2020-06-04,Norte,Acre,7021,181
2020-06-04,Norte,Amapá,11551,254
2020-06-04,Norte,Amazonas,46473,2183
2020-06-04,Norte,Pará,48049,3416
2020-06-04,Norte,Rondônia,6459,194
2020-06-04,Norte,Roraima,4483,127
2020-06-04,Norte,Tocantins,4881,87
2020-06-04,Sudeste,Espírito Santo,16894,737
2020-06-04,Sudeste,Minas Gerais,13034,323
2020-06-04,Sudeste,Rio de Janeiro,60932,6327
2020-06-04,Sudeste,São Paulo,129200,8560
2020-06-04,Sul,Paraná,5820,215
2020-06-04,Sul,Rio Grande do Sul,11010,265
2020-06-04,Sul,Santa Catarina,10532,156
2020-06-05,Centro-Oeste,Distrito Federal,14208,202
2020-06-05,Centro-Oeste,Goiás,5373,167
2020-06-05,Centro-Oeste,Mato Grosso,3481,88
2020-06-05,Centro-Oeste,Mato Grosso do Sul,1997,21
2020-06-05,Nordeste,Alagoas,13937,557
2020-06-05,Nordeste,Bahia,26419,819
2020-06-05,Nordeste,Ceará,61595,3890
2020-06-05,Nordeste,Maranhão,43313,1095
2020-06-05,Nordeste,Paraíba,18579,451
2020-06-05,Nordeste,Pernambuco,38511,3205
2020-06-05,Nordeste,Piauí,6717,217
2020-06-05,Nordeste,Rio Grande do Norte,9440,387
2020-06-05,Nordeste,Sergipe,8577,198
2020-06-05,Norte,Acre,7284,190
2020-06-05,Norte,Amapá,12327,260
2020-06-05,Norte,Amazonas,47666,2199
2020-06-05,Norte,Pará,50960,3538
2020-06-05,Norte,Rondônia,6862,213
2020-06-05,Norte,Roraima,4831,139
2020-06-05,Norte,Tocantins,5182,89
2020-06-05,Sudeste,Espírito Santo,18109,780
2020-06-05,Sudeste,Minas Gerais,13995,344
2020-06-05,Sudeste,Rio de Janeiro,63066,6473
2020-06-05,Sudeste,São Paulo,134565,8842
2020-06-05,Sul,Paraná,6348,227
2020-06-05,Sul,Rio Grande do Sul,11583,276
2020-06-05,Sul,Santa Catarina,10846,159
2020-06-06,Centro-Oeste,Distrito Federal,15850,208
2020-06-06,Centro-Oeste,Goiás,5669,172
2020-06-06,Centro-Oeste,Mato Grosso,3662,96
2020-06-06,Centro-Oeste,Mato Grosso do Sul,2132,21
2020-06-06,Nordeste,Alagoas,14818,582
2020-06-06,Nordeste,Bahia,27396,846
2020-06-06,Nordeste,Ceará,63575,3965
2020-06-06,Nordeste,Maranhão,45470,1132
2020-06-06,Nordeste,Paraíba,19787,467
2020-06-06,Nordeste,Pernambuco,39361,3270
2020-06-06,Nordeste,Piauí,7105,224
2020-06-06,Nordeste,Rio Grande do Norte,9449,410
2020-06-06,Nordeste,Sergipe,8972,208
2020-06-06,Norte,Acre,7525,201
2020-06-06,Norte,Amapá,12773,269
2020-06-06,Norte,Amazonas,48785,2232
2020-06-06,Norte,Pará,53176,3612
2020-06-06,Norte,Rondônia,7700,228
2020-06-06,Norte,Roraima,5238,139
2020-06-06,Norte,Tocantins,5505,96
2020-06-06,Sudeste,Espírito Santo,18950,806
2020-06-06,Sudeste,Minas Gerais,14939,368
2020-06-06,Sudeste,Rio de Janeiro,64533,6639
2020-06-06,Sudeste,São Paulo,140549,9058
2020-06-06,Sul,Paraná,6605,232
2020-06-06,Sul,Rio Grande do Sul,12037,283
2020-06-06,Sul,Santa Catarina,11285,166
2020-06-07,Centro-Oeste,Distrito Federal,16623,214
2020-06-07,Centro-Oeste,Goiás,5813,173
2020-06-07,Centro-Oeste,Mato Grosso,3878,109
2020-06-07,Centro-Oeste,Mato Grosso do Sul,2253,21
2020-06-07,Nordeste,Alagoas,15706,601
2020-06-07,Nordeste,Bahia,28250,879
2020-06-07,Nordeste,Ceará,64271,3982
2020-06-07,Nordeste,Maranhão,47593,1170
2020-06-07,Nordeste,Paraíba,20310,484
2020-06-07,Nordeste,Pernambuco,40242,3305
2020-06-07,Nordeste,Piauí,7478,239
2020-06-07,Nordeste,Rio Grande do Norte,9452,424
2020-06-07,Nordeste,Sergipe,9290,217
2020-06-07,Norte,Acre,7983,207
2020-06-07,Norte,Amapá,13045,272
2020-06-07,Norte,Amazonas,49269,2250
2020-06-07,Norte,Pará,54271,3678
2020-06-07,Norte,Rondônia,8110,235
2020-06-07,Norte,Roraima,5529,142
2020-06-07,Norte,Tocantins,5644,99
2020-06-07,Sudeste,Espírito Santo,19619,832
2020-06-07,Sudeste,Minas Gerais,15703,376
2020-06-07,Sudeste,Rio de Janeiro,67756,6707
2020-06-07,Sudeste,São Paulo,143073,9145
2020-06-07,Sul,Paraná,6897,237
2020-06-07,Sul,Rio Grande do Sul,12135,286
2020-06-07,Sul,Santa Catarina,11565,171
